Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
1666440000000.0,2022-10-22 13:00:00+00:00,ETHUSDT,1305.48,1317.99,1305.35,1309.64,311476.838,408604588.9,138189
1666450000000.0,2022-10-22 14:00:00+00:00,ETHUSDT,1309.65,1315.0,1309.64,1314.82,113975.85,149609314.0,58664
1666450000000.0,2022-10-22 15:00:00+00:00,ETHUSDT,1314.83,1318.33,1312.4,1315.58,216928.984,285234535.6,96972
1666450000000.0,2022-10-22 16:00:00+00:00,ETHUSDT,1315.58,1320.0,1312.1,1314.14,173294.466,227913479.5,84820
1666460000000.0,2022-10-22 17:00:00+00:00,ETHUSDT,1314.14,1314.52,1310.0,1310.69,101218.653,132804074.9,48051
1666460000000.0,2022-10-22 18:00:00+00:00,ETHUSDT,1310.7,1311.43,1305.8,1310.9,132613.72,173541638.1,60060
1666470000000.0,2022-10-22 19:00:00+00:00,ETHUSDT,1310.89,1314.45,1309.98,1313.57,73778.332,96854332.31,40423
1666470000000.0,2022-10-22 20:00:00+00:00,ETHUSDT,1313.58,1316.0,1311.44,1315.31,56840.368,74669772.02,30022
1666470000000.0,2022-10-22 21:00:00+00:00,ETHUSDT,1315.32,1317.5,1311.31,1316.25,87561.801,115159057.1,46675
1666480000000.0,2022-10-22 22:00:00+00:00,ETHUSDT,1316.26,1316.93,1312.97,1314.51,40767.149,53603443.38,29030
