Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1.62E+12,2021-05-24 09:00:00+00:00,ETHUSDT,2291.2,2291.21,2229.8,2231.12,73191.53127,165538070.3,92470
1.62E+12,2021-05-24 10:00:00+00:00,ETHUSDT,2230.94,2278.99,2221.19,2262.33,79894.37212,179801424,104893
1.62E+12,2021-05-24 11:00:00+00:00,ETHUSDT,2262.09,2377.13,2256,2367.74,131964.3181,306721704.8,179323
1.62E+12,2021-05-24 12:00:00+00:00,ETHUSDT,2367.66,2468,2341.16,2423.19,133509.3159,321356286.4,216614
1.62E+12,2021-05-24 13:00:00+00:00,ETHUSDT,2423.39,2443.13,2332.64,2373.48,132403.2202,316495518.4,182705
1.62E+12,2021-05-24 14:00:00+00:00,ETHUSDT,2373.73,2474,2373.5,2425.69,116683.8857,282728978.6,141912
1.62E+12,2021-05-24 15:00:00+00:00,ETHUSDT,2425.69,2529.87,2403.33,2509.07,118224.4937,292862175.9,182643
1.62E+12,2021-05-24 16:00:00+00:00,ETHUSDT,2509.61,2559.58,2416.1,2467.99,121365.2073,299423303,183308
1.62E+12,2021-05-24 17:00:00+00:00,ETHUSDT,2467.99,2546.5,2435.21,2543.97,77686.21817,193495526,115404
1.62E+12,2021-05-24 18:00:00+00:00,ETHUSDT,2543.86,2600,2520.51,2552.95,82842.37125,212137202.3,144133
1.62E+12,2021-05-24 19:00:00+00:00,ETHUSDT,2553,2663.58,2521.16,2650.86,97433.0142,252574093.6,163181
1.62E+12,2021-05-24 20:00:00+00:00,ETHUSDT,2651.42,2675,2553.86,2620.16,98041.67061,256337570.2,156956
1.62E+12,2021-05-24 21:00:00+00:00,ETHUSDT,2620.28,2670,2584.52,2593.14,65367.71371,171893741.8,117531
